Product URL,Product Title,Product Price,MRP Price,Discount Percentage,Best Sellers Rank,Date First Available,Packer,Importer,ASIN,Customer Reviews,Item Weight,Item Dimensions,Net Quantity,Generic Name,Brand,Model,Capacity,Installation Type,Part Number,Special Features,Oven Cooking Mode,Burner Type,Colour,Voltage,Wattage,Fuel Type,Door Orientation,Material,Included Components,Batteries Included,Batteries Required,Country of Origin,Rating,Rating Count
https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT69MSFDG-Technology/dp/B09ZDLCDW2/ref=sr_1_53?keywords=microwaves&qid=1687800956&sr=8-53,"Panasonic 30L Convection Microwave Oven (NN-CT69MSFDG, Silver, FIR Heat Technology, 360 Heat Wrap, Magic Grill, For Baking & Healthy Cooking)",15999,20990,24,"#100,653 in Home & Kitchen (See Top 100 in Home & Kitchen)  #63 in Microwave Ovens",03-May-22,Panasonic,Panasonic,B09ZDLCDW2,"4.0  4.0 out of 5 stars    
    21 ratings   


 4.0 out of 5 stars",19 kg 500 g,32.7 x 52 x 52 Centimeters,1 Count,Microwave Oven,Panasonic,NN-CT69MSFDG,30,Countertop,NN-CT69MSFDG,"360 Degree Heat Wrap, Zero Oil Cooking, Reheat and Defrost, Magic Grill, FIR Heat, Vapor Clean, Stainless Steel Cavity",Convection,,Silver,,1500 Watts,Electric,Left,,"MWO Unit, High/Low Rack, Glass Tray, User Manual, Warranty Card",,No,China,4,21
https://www.amazon.in/LG-Convection-Microwave-MC2886BHT-Starter/dp/B09G18T1W4/ref=sr_1_54?keywords=microwaves&qid=1687800956&sr=8-54,"LG 28 L Convection Microwave Oven (MC2886BHT, BLACK, Diet Fry, With Starter Kit)",,,,"#50,378 in Home & Kitchen (See Top 100 in Home & Kitchen)  #46 in Microwave Ovens",12-Sep-21,,,B09G18T1W4,"3.7  3.7 out of 5 stars    
    53 ratings   


 3.7 out of 5 stars",19 kg,51 x 31 x 52 Centimeters,1 count,,LG,MC2886BHT,28,Freestanding,8.80609E+12,,Convection,,Black,,,,Left,Glass,1 Unit of Magic Remote & 1 Unit of User Manual,No,,,3.7,53
https://www.amazon.in/Whirlpool-MAGICOOK-PRO-22CE-BLACK/dp/B08GQ8MHK9/ref=sr_1_55?keywords=microwaves&qid=1687800956&sr=8-55,"Whirlpool 20 L Convection Microwave Oven (MAGICOOK PRO 22CE BLACK, WHL7JBlack)",10740,15050,29,"#205,050 in Home & Kitchen (See Top 100 in Home & Kitchen)  #93 in Microwave Ovens",06-Nov-20,Whirlpool,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",B08GQ8MHK9,"4.2  4.2 out of 5 stars    
    201 ratings   


 4.2 out of 5 stars",14 kg 400 g,45.2 x 39.5 x 26.2 Centimeters,1 count,Microwave Ovens,Whirlpool,MAGICOOK PRO 22CE BLACK,20,Countertop,B08GQ8MHK9,Auto_cook,Convection,,Black,230 Volts,800 Watts,Electric,Left,Stainless Steel,"Product, user manual & warranty card, grill rack, glass turntable",,No,China,4.2,201
https://www.amazon.in/Godrej-GMX-519-White-Rose/dp/B075V4N1CJ/ref=sr_1_56?keywords=microwaves&qid=1687800956&sr=8-56,"Godrej 19 L Convection Microwave Oven (GMX 519 CP1 PZ, White Rose)",,,,"#22,258 in Home & Kitchen (See Top 100 in Home & Kitchen)  #34 in Microwave Ovens",09-Oct-17,,"Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511",B075V4N1CJ,"4.3  4.3 out of 5 stars    
    1,123 ratings   


 4.3 out of 5 stars",15 kg,32 x 43 x 24 Centimeters,1 count,Cooking,Godrej,GMX 519 CP1 PZ - White Rose,19,Countertop,52141502SD00062,Auto_cook,Convection,,White Rose,230 Volts,800 Watts,Electric,Left,Stainless Steel,"Microwave oven, Glass turn table, Roller ring, Grill stand and User manual with warranty card",No,No,,4.3,1123
https://www.amazon.in/LG-Convection-Microwave-MC2887BFUM-Starter/dp/B08D4KHSYS/ref=sr_1_57?keywords=microwaves&qid=1687800956&sr=8-57,"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)",15990,20799,23,"#71,077 in Home & Kitchen (See Top 100 in Home & Kitchen)  #52 in Microwave Ovens",05-Aug-20,LG Electronics India Pvt. Ltd.,LG Electronics India Pvt. Ltd.,B08D4KHSYS,"4.4  4.4 out of 5 stars    
    324 ratings   


 4.4 out of 5 stars",4 kg 120 g,2.03 x 2.01 x 1.22 Meters,1 set,Microwave Ovens,LG,MC2887BFUM,28,Freestanding,MC2887BFUM,"Auto Cook, Defrost",Convection,,Black,230 Volts,900 Watts,Electric,Left,Stainless Steel,1,No,No,India,4.4,324
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN326SF/dp/B07XZ1BW5P/ref=sr_1_58?keywords=microwaves&qid=1687800956&sr=8-58,"LG 32 L Charcoal Convection Microwave Oven (MJEN326SF, Black)",27699,33800,18,"#94,541 in Home & Kitchen (See Top 100 in Home & Kitchen)  #60 in Microwave Ovens",17-Sep-19,"LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999","LG ELECTRONICS, PLOT NO. A-5, M.I.D.C RANJANGAON, TAL SHIRUR ,PUNE--412220 RANJANGAON -412220 Maharashtra | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999 | serviceindia@lge.com",B07XZ1BW5P,"4.4  4.4 out of 5 stars    
    237 ratings   


 4.4 out of 5 stars",81 kg,64 x 60 x 85 Centimeters,1 count,Microwave Ovens,LG,MJEN326SF,32,Freestanding,MJEN326SF,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Convection,,Black,230 Volts,2400 Watts,Electric,Left,Stainless Steel,"1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual",No,No,Republic of Korea,4.4,237
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjY2NzI4NTUzMDE5MTcxOjE2ODc4MDA5NTY6c3BfbXRmOjIwMTIyMzcwNTQ1Mjk4OjowOjo&url=2FSamsung-Convection-Microwave-CE73JD-B1-XTL2Fdp2FB09XBLS8XY2Fref3Dsr_1_59_sspa3Fkeywords3Dmicrowaves26qid3D168780095626sr3D8-59-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9tdGY26psc3D1,"Samsung 21 L Convection Microwave Oven (CE73JD-B1/XTL, Black)",9990,12990,23,"#4,520 in Home & Kitchen (See Top 100 in Home & Kitchen)  #8 in Microwave Ovens",06-Apr-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09XBLS8XY,"4.3  4.3 out of 5 stars    
    2,567 ratings   


 4.3 out of 5 stars",15 kg,44.4 x 48.9 x 28.2 Centimeters,1 Pack,Convection Microwave Oven,Samsung,CE73JD-B1/XTL,21,Freestanding,GIANT,Auto Cook,"Grill, Microwave, Convection",Ceramic,Black,230 Volts,800 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Quick Guide Label",,No,Malaysia,4.3,2567
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjY2NzI4NTUzMDE5MTcxOjE2ODc4MDA5NTY6c3BfbXRmOjIwMDYwMzI2MjI0NTk4OjowOjo&url=2FSamsung-Convection-Microwave-MC28A5025VP-TL2Fdp2FB09XBPGYV82Fref3Dsr_1_60_sspa3Fkeywords3Dmicrowaves26qid3D168780095626sr3D8-60-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9tdGY26psc3D1,"Samsung 28 L Convection Microwave Oven (MC28A5025VP/TL, Black with Magnolia Pattern, Slim Fry)",14790,20990,30,"#13,073 in Home & Kitchen (See Top 100 in Home & Kitchen)  #25 in Microwave Ovens",06-Apr-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09XBPGYV8,"4.4  4.4 out of 5 stars    
    660 ratings   


 4.4 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Pack,Convection Microwave Oven,Samsung,MC28A5025VP/TL,28,Freestanding,MW5000H,Defrost,"Grill, Microwave, Convection",,Black,230 Volts,900 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Crusty Plate, Multi Spit, Quick Guide Label",,No,Malaysia,4.4,660
https://www.amazon.in/LG-Neochef-Charcoal-Healthy-MJEN326UL/dp/B09M8VKLDT/ref=sr_1_61?keywords=microwaves&qid=1687800956&sr=8-61,"LG 32 L All in One NeoChef Charcoal Convection Microwave Oven (MJEN326UL, Black, Charcoal Lighting Heater)",21990,29999,27,"#58,140 in Home & Kitchen (See Top 100 in Home & Kitchen)  #48 in Microwave Ovens",19-Nov-21,"LG Electronics India Pvt. Ltd., 51, Udyog Vihar, Greater Noida (U.P)-201306 | E-Mail: serviceindia@lge.com | TEL (TOLL FREE) : 1800-315-9999, WhatsApp : 9711709999","A-24/6, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi-110044",B09M8VKLDT,"4.4  4.4 out of 5 stars    
    27 ratings   


 4.4 out of 5 stars",21 kg 500 g,52 x 53 x 32.2 Centimeters,1 Piece,Convection Microwave Oven,LG,MJEN326UL,32,Countertop,2F2X0690,"Auto Cook, Defrost, Turntable, Racks, Steam clean",Convection,Quartz,Black,230 Volts,2400 Watts,,Pull Down,"Stainless Steel, Glass","Microwave Oven: 1U, Glass Tray: 1U, Rotating Ring 1U, Owner’s Manual: 1U",No,No,India,4.4,27
https://www.amazon.in/LG-Convection-Microwave-MC2146BL-Black/dp/B01LW2O7D4/ref=sr_1_62?keywords=microwaves&qid=1687800956&sr=8-62,"LG 21 L All In One Convection Microwave Oven (MC2146BL, Black)",10949,14599,25,"#128,652 in Home & Kitchen (See Top 100 in Home & Kitchen)  #2 in Combination Convection & Microwave Ovens",09-Sep-16,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com","LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",B01LW2O7D4,"4.4  4.4 out of 5 stars    
    573 ratings   


 4.4 out of 5 stars",62 kg,68.5 x 60 x 170 Centimeters,1 count,Microwave Oven,LG,MC2146BL.DBKQILN,21,Countertop,MC2146BL,"Programmable, Auto_cook, Defrost, Interior_light, Timer, Turntable , Rack, Control_panel_lock, Self-cleaning,",Convection,,Black,230 Volts,1860 Watts,,Left,ABS,"1 Microwave Oven, 1 User Manual, 1 Warranty Card",No,No,India,4.4,573
https://www.amazon.in/Whirlpool-MAGICOOK-PRO-20SM-BLACK/dp/B07YWYS7QP/ref=sr_1_63?keywords=microwaves&qid=1687800956&sr=8-63,Whirlpool 20 L Solo Microwave Oven (MAGICOOK PRO 20SM BLACK),,,,"#152,232 in Home & Kitchen (See Top 100 in Home & Kitchen)  #77 in Microwave Ovens",13-Dec-19,Whirlpool,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",B07YWYS7QP,"4.0  4.0 out of 5 stars    
    110 ratings   


 4.0 out of 5 stars",2 kg 650 g,137.8 x 177.2 x 103.1 Centimeters,1 set,Microwave Ovens,Whirlpool,MAGICOOK PRO 20SM BLACK,20,Countertop,MAGICOOK PRO 20SM BLACK,Turntable,Solo,Ceran / Ceramic,Black,230 Volts,,Electric,Left,Iron,1,,No,,4,110
https://www.amazon.in/Samsung-Convection-Microwave-MC28H5025VR-TL/dp/B09QCGC1YM/ref=sr_1_64?keywords=microwaves&qid=1687800956&sr=8-64,"Samsung 28 L Convection Microwave Oven with SlimFry (MC28H5025VR/TL, Black Delight Red Pattern)",15490,18990,18,"#98,893 in Home & Kitchen (See Top 100 in Home & Kitchen)  #62 in Microwave Ovens",13-Jan-22,"Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia","Samsung India Electronics Pvt. Ltd. 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001, 1800 40 7267864 (1800 40 SAMSUNG)",B09QCGC1YM,"3.9  3.9 out of 5 stars    
    12 ratings   


 3.9 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 count,Convection Microwave Oven with SlimFry,Samsung,MC28H5025VR/TL,28,Freestanding,92947344,"Indian dairy Mode: The Indian dairy features provide pre-programmed cooking times. You do not need to set either the cooking times or the power level. Preprogrammed menu options available are :- Paneer, Ghee, Boiled Milk, Coffee, Tea and other Indian beverages., Deodorization, Child Safety Lock, Sound on/off, Various Cooking Mode, Preheat, Clock, 30 sec. Plus, Eco Mode, Power Defrost, Auto Programs, Auto Cook, Slim Fry",Convection,,Black,230 Volts,900 Watts,Electric,Right,"Stainless Steel, Glass, Ceramic","Instruction Booklet, Glass Turntable, Wire Rack, Crusty Plate, Multi Spit",,No,Malaysia,3.9,12
https://www.amazon.in/Panasonic-Grill-Microwave-NN-GT221WF-White/dp/B00KPSSR20/ref=sr_1_65?keywords=microwaves&qid=1687800956&sr=8-65,"Panasonic 20L Grill Microwave Oven(NN-GT221WFDG,White, 38 Auto Cook Menus )",8390,10290,18,"#104,465 in Home & Kitchen (See Top 100 in Home & Kitchen)  #65 in Microwave Ovens",02-Jun-14,,,B00KPSSR20,"4.4  4.4 out of 5 stars    
    355 ratings   


 4.4 out of 5 stars",13 kg 400 g,,1 set,,Panasonic,NN-GT221WFDG,20,Countertop,NN-GT221WF,Touch Panel,Grill,,White,230 Volts,1000 Watts,,Left,Metal,"1 Microwave Oven, 1 User Manual, 1 Warranty Card",No,No,Thailand,4.4,355
https://www.amazon.in/LG-Convection-Microwave-MJ2886BWUM-Floral/dp/B07GLPJ37N/ref=sr_1_66?keywords=microwaves&qid=1687800956&sr=8-66,"LG 28 L Charcoal Convection Microwave Oven (MJ2886BWUM, Floral, Diet Fry)",18999,23500,19,"#9,687 in Home & Kitchen (See Top 100 in Home & Kitchen)  #20 in Microwave Ovens",18-Aug-18,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com","LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",B07GLPJ37N,"4.4  4.4 out of 5 stars    
    2,762 ratings   


 4.4 out of 5 stars",33 kg 500 g,63.3 x 53.4 x 132.6 Centimeters,1 count,Microwave Oven,LG,MJ2886BWUM,28,Freestanding,MJ2886BWUM,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Convection,,Black,230 Volts,1950 Watts,Electric,Left,Stainless Steel,"1 Microwave oven, 1 Glass Tray, Rotating Ring, 1 Multi Cook Tawa , 1 Rotisserie Bar, 1 Rotisserie Handle, 1 Shelf, 1 Milk pasteurization kit, 1 Owner Manual, 1 Recipe Manual, 1 Cook Book",No,No,Republic of Korea,4.4,2762
https://www.amazon.in/IFB-Microwave-17PM-MEC-White/dp/B006TQNOR0/ref=sr_1_67?keywords=microwaves&qid=1687800956&sr=8-67,IFB Solo 17 PM Mec Microwave,,,,"#12,970 in Home & Kitchen (See Top 100 in Home & Kitchen)  #24 in Microwave Ovens",17-Sep-13,"IFB Industries, Verna Industrial Estate, Goa - 403722","IFB Industries, Verna Industrial Estate, Goa - 403722",B006TQNOR0,"4.3  4.3 out of 5 stars    
    3,721 ratings   


 4.3 out of 5 stars",11 kg 300 g,28 x 40.2 x 21.2 Centimeters,1 count,,IFB,17PM MEC 1,17,Countertop,17PM MEC 1,Auto_cook,Solo,,White,230 Volts,800 Watts,,Left,,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,,4.3,3721
https://www.amazon.in/LG-Convection-Microwave-MC2886BFUM-Black/dp/B076DCTB79/ref=sr_1_68?keywords=microwaves&qid=1687800956&sr=8-68,"LG 28 L Convection Microwave Oven (MC2886BFUM, Black, 360° Motorised Rotisserie)",12400,,,"#71,077 in Home & Kitchen (See Top 100 in Home & Kitchen)  #52 in Microwave Ovens",12-Oct-17,"LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999","LG ELECTRONICS, PLOT NO. A-5, M.I.D.C RANJANGAON, TAL SHIRUR ,PUNE--412220 RANJANGAON -412220 Maharashtra | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999 | serviceindia@lge.com",B076DCTB79,"4.4  4.4 out of 5 stars    
    324 ratings   


 4.4 out of 5 stars",40 kg 800 g,38.4 x 167.7 x 103.7 Centimeters,1 count,Microwave Oven,LG,MC2886BFUM,28,Freestanding,MC2886BFUM,"Defrost, Turntable",Convection,,Black,230 Volts,60 Watts,Electric,Left,Steel,"1 Microwave Oven, 1 User Manual, 1 Warranty Card",No,No,,4.4,324
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjY2NzI4NTUzMDE5MTcxOjE2ODc4MDA5NTY6c3BfYnRmOjIwMDc2NjY5NzIwMzk4OjowOjo&url=2FPanasonic-Solo-Microwave-NN-SM25JBFDG-Black2Fdp2FB08DYCWC9R2Fref3Dsr_1_69_sspa3Fkeywords3Dmicrowaves26qid3D168780095626sr3D8-69-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9idGY26psc3D1,"Panasonic 20L Solo Microwave Oven (NN-SM25JBFDG,Black)",5490,6790,19,"#2,518 in Home & Kitchen (See Top 100 in Home & Kitchen)  #2 in Solo Microwaves",30-Jul-20,"Panasonic India Private Limited,12th Floor, Ambience Tower, Ambience Island, NH-8, Gurgaon -122002, Haryana","Panasonic India Private Limited,12th Floor, Ambience Tower, Ambience Island, NH-8, Gurgaon -122002, Haryana",B08DYCWC9R,"4.4  4.4 out of 5 stars    
    2,586 ratings   


 4.4 out of 5 stars",10 kg 500 g,44 x 34 x 26 Centimeters,1 count,Microwave Ovens,Panasonic,NN-SM25JBFDG,20,Countertop,NN-SM25JBFDG,Auto_cook,Solo,,Black,230 Volts,800 Watts,Electric,Left,Stainless Steel,"User Manual, Warranty Card",,No,Thailand,4.4,2586
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjY2NzI4NTUzMDE5MTcxOjE2ODc4MDA5NTY6c3BfYnRmOjIwMTIwMDI2ODc4ODk4OjowOjo&url=2FSamsung-Convection-Microwave-MC28A5025QB-TL2Fdp2FB0BKKL48P32Fref3Dsr_1_70_sspa3Fkeywords3Dmicrowaves26qid3D168780095626sr3D8-70-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9idGY26psc3D1,"Samsung 28 L Convection Microwave Oven (MC28A5025QB/TL, Black with Pattern, slimfry)",15990,20990,24,"#636,696 in Home & Kitchen (See Top 100 in Home & Kitchen)  #196 in Microwave Ovens",19-Oct-22,"Samsung India Electronics Private Limited, Gurgaon (India), 180057267864","Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",B0BKKL48P3,,17 kg 500 g,47.4 x 51.7 x 31 Centimeters,1 Count,MWO,Samsung,MC28A5025QB/TL,28,Countertop,MC28A5025QB/TL,"Various Cooking Mode, Preheat, Eco Mode, Slimfry, Child Safety Lock",Convection,Ceramic,Black,230 Volts,2900 Watts,Electric,Left,Ceramic,"Microwave oven, Wire rack and Quick guide label",No,No,Malaysia,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDg2ODE4MDk2ODgzODc2OjE2ODc4MDA5NTc6c3BfYXRmX25leHQ6MjAwNjAzMjYyMjQ0OTg6OjA6Og&url=2FSamsung-Convection-Microwave-CE1041DSB3-TL2Fdp2FB09VH1Q7CM2Fref3Dsr_1_65_sspa3Fkeywords3Dmicrowaves26qid3D168780095726sr3D8-65-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA26psc3D1,"Samsung 28 L Convection Microwave Oven (CE1041DSB3/TL, Black, SlimFry)",12390,16990,27,"#4,013 in Home & Kitchen (See Top 100 in Home & Kitchen)  #7 in Microwave Ovens",14-Mar-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09VH1Q7CM,"4.4  4.4 out of 5 stars    
    7,796 ratings   


 4.4 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Case,Convection Microwave Oven,Samsung,CE1041DSB3/TL,28,Freestanding,VG-SCLA00G/XL,Defrost,"Grill, Microwave, Convection",Ceramic,Black,230 Volts,900 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Crusty Plate, Quick Guide Label",No,No,Malaysia,4.4,7796
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDg2ODE4MDk2ODgzODc2OjE2ODc4MDA5NTc6c3BfYXRmX25leHQ6MjAwNzEwMTczNjc0OTg6OjA6Og&url=2FAmazonBasics-20-Solo-Microwave-Black2Fdp2FB07RR5G1WS2Fref3Dsr_1_66_sspa3Fkeywords3Dmicrowaves26qid3D168780095726sr3D8-66-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA26psc3D1,AmazonBasics 20 L Solo Microwave (Black),4490,8999,50,"#59,873 in Home & Kitchen (See Top 100 in Home & Kitchen)  #49 in Microwave Ovens",12-Sep-19,,"Cloudtail India Private Limited, Ground Floor, Rear Portion, H-9, Block B-1, Mohan Cooperative Industrial Area, Mathura Road, New Delhi-110044",B07RR5G1WS,"4.1  4.1 out of 5 stars    
    863 ratings   


 4.1 out of 5 stars",10 kg 800 g,,,,Amazon Basics,AB2019001,20,Countertop,AB2019001,Defrost,Solo,,Black,,800 Watts,,Left,,,,No,China,4.1,863
https://www.amazon.in/LG-Convection-Microwave-MC2146BR-Black/dp/B0B4Z5GV5G/ref=sr_1_67?keywords=microwaves&qid=1687800957&sr=8-67,"LG 21 L Convection Microwave Oven (MC2146BR, Black, Diet Fry)",,,,"#129,849 in Home & Kitchen (See Top 100 in Home & Kitchen)  #73 in Microwave Ovens",23-Jun-22,"LG Electronics India Pvt. Ltd., 51, Udyog Vihar, Greater Noida (U.P)-201306 | E-Mail: serviceindia@lge.com | TEL (TOLL FREE) : 1800-315-9999, WhatsApp : 9711709999","A-24/6, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi-110044",B0B4Z5GV5G,"2.8  2.8 out of 5 stars    
    7 ratings   


 2.8 out of 5 stars",15 kg 400 g,46 x 47.5 x 28.5 Centimeters,1 Piece,Convection Microwave Oven,LG,MC2146BR,21,Countertop,2EPM0003,"Auto Cook, Defrost, Interior light, Turntable, Racks",Convection,Quartz,Black,230 Volts,800 Watts,Electric,Side Swing,"Stainless Steel, Glass","Microwave Oven: 1U, High Rack: 1U, Low Rack: 1U, Multi Cook Tawa: 1U, Owner’s Manual: 1U",No,No,,2.8,7
https://www.amazon.in/Samsung-Convection-Microwave-MC28A5033CK-TL/dp/B0B1JDGK3D/ref=sr_1_68?keywords=microwaves&qid=1687800957&sr=8-68,"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)",13999,17990,22,"#226,038 in Home & Kitchen (See Top 100 in Home & Kitchen)  #98 in Microwave Ovens",16-May-22,"Samsung India Electronics Private Limited, Gurgaon (India), 180057267864","Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",B0B1JDGK3D,"4.7  4.7 out of 5 stars    
    15 ratings   


 4.7 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Count,MWO,Samsung,MC28A5033CK/TL,28,Countertop,MC28A5033CK/TL,"Defrost,Control Panel lock, Timer, interior Light, Turntable",Convection,,Black,,1900 Watts,Electric,Left,Metal,"Microwave oven, Wire rack and Quick guide label",No,No,,4.7,15
https://www.amazon.in/Morphy-Richards-Microwave-Turntable-20MWS/dp/B08DP658HP/ref=sr_1_69?keywords=microwaves&qid=1687800957&sr=8-69,"Morphy Richards 20 Litres Solo Microwave Oven with Large Turntable (20MWS, White)",7990,12495,36,"#167,381 in Home & Kitchen (See Top 100 in Home & Kitchen)  #83 in Microwave Ovens",05-Aug-20,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001","Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",B08DP658HP,"4.3  4.3 out of 5 stars    
    208 ratings   


 4.3 out of 5 stars",10 kg 500 g,53.2 x 40 x 32.8 Centimeters,1 set,Microwave Ovens,Morphy Richards,20MWS,20,Freestanding,20MWS,"Programmable, Timer, Turntable",Solo,,White,230 Volts,800 Watts,Electric,Left,Stainless Steel,"1 microwave unit, turn table, roller ring, instruction manual, warranty card",,No,India,4.3,208
https://www.amazon.in/LG-Convection-Microwave-MC2886SFU-Silver/dp/B01LW06I1S/ref=sr_1_70?keywords=microwaves&qid=1687800957&sr=8-70,"LG 28 L Convection Microwave Oven (MC2886SFU, Silver, Diet Fry)",12690,,,"#197,576 in Home & Kitchen (See Top 100 in Home & Kitchen)  #89 in Microwave Ovens",09-Sep-16,"LG Electronics India Pvt. Ltd., LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 | WhatsApp : 9711709999","LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999",B01LW06I1S,"4.4  4.4 out of 5 stars    
    365 ratings   


 4.4 out of 5 stars",18 kg 800 g,52 x 51 x 31 Centimeters,1 Piece,Microwave Oven,LG,MC2886SFU,28,Built-In,MC2886SFU,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Convection,,Silver,,1950 Watts,Electric,Left,ABS,"Microwave, Glass Tray, Rotating Ring, Metal Tray ( Tawa), Rotisserie Bar, Rotisserie Handle, Shelf , Owner Manual+Recipe Manual, Cook Book",No,No,,4.4,365
